Test	Animal	Time	Date	Segment of test	Whole arena : distance	Whole arena : average speed	Whole arena : time mobile	Whole arena : time immobile	10 cm edge : time	10 cm edge : distance	10 cm edge : average speed	10 cm edge : time mobile	10 cm edge : time immobile	Center : time	Center : distance	Center : average speed	Center : time mobile	Center : time immobile	ID
4	23	13:20	10/17/2016	600 - 605 secs.	0.075	0.032	5	0	5	0.075	0.032	5	0	0	0		0	0	23
5	24	14:03	10/17/2016	600 - 605 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	24
6	25	14:04	10/17/2016	600 - 605 secs.	0.518	0.106	5	0	3.9	0.242	0.073	3.9	0	1.1	0.276	0.221	1.1	0	25
7	26	14:04	10/17/2016	600 - 605 secs.	0.481	0.11	4.4	0.6	5	0.481	0.11	4.4	0.6	0	0		0	0	26
8	27	14:04	10/17/2016	600 - 605 secs.	0.308	0.065	3.3	1.7	3.5	0.205	0.06	1.8	1.7	1.5	0.103	0.076	1.5	0	27
9	28	14:43	10/17/2016	600 - 605 secs.	0.31	0.068	5	0	5	0.31	0.068	5	0	0	0		0	0	28
10	29	14:43	10/17/2016	600 - 605 secs.	0.217	0.054	5	0	2.8	0.145	0.069	2.8	0	2.2	0.072	0.035	2.2	0	29
11	30	14:44	10/17/2016	600 - 605 secs.	0.22	0.056	5	0	5	0.22	0.056	5	0	0	0		0	0	30
12	31	14:44	10/17/2016	600 - 605 secs.	0.443	0.106	5	0	2	0.114	0.109	2	0	3	0.329	0.105	3	0	31
13	32	15:23	10/17/2016	600 - 605 secs.	0.23	0.06	5	0	2	0.077	0.05	2	0	3	0.153	0.066	3	0	32
14	33	15:23	10/17/2016	600 - 605 secs.	0.357	0.09	5	0	4.6	0.308	0.093	4.6	0	0.4	0.05	0.058	0.4	0	33
15	34	15:24	10/17/2016	600 - 605 secs.	0.424	0.099	5	0	5	0.424	0.099	5	0	0	0		0	0	34
16	35	15:24	10/17/2016	600 - 605 secs.	0.158	0.056	5	0	5	0.158	0.056	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	600 - 605 secs.	0.394	0.104	5	0	5	0.394	0.104	5	0	0	0		0	0	36
18	37	16:08	10/17/2016	600 - 605 secs.	0.238	0.044	3.9	1.1	5	0.238	0.044	3.9	1.1	0	0		0	0	37
19	38	16:09	10/17/2016	600 - 605 secs.	0.025	0.005	0.4	4.6	5	0.025	0.005	0.4	4.6	0	0		0	0	38
20	39	16:09	10/17/2016	600 - 605 secs.	0.402	0.087	5	0	5	0.402	0.087	5	0	0	0		0	0	39
1	20	13:19	10/17/2016	605 - 610 secs.	0.047	0.03	3	2	5	0.047	0.03	3	2	0	0		0	0	20
2	21	13:19	10/17/2016	605 - 610 secs.	0.314	0.07	5	0	3.6	0.179	0.045	3.6	0	1.4	0.136	0.138	1.4	0	21
3	22	13:20	10/17/2016	605 - 610 secs.	0.051	0.021	2.9	2.1	5	0.051	0.021	2.9	2.1	0	0		0	0	22
4	23	13:20	10/17/2016	605 - 610 secs.	0.386	0.094	5	0	5	0.386	0.094	5	0	0	0		0	0	23
5	24	14:03	10/17/2016	605 - 610 secs.	0.066	0.024	0.5	4.5	5	0.066	0.024	0.5	4.5	0	0		0	0	24
6	25	14:04	10/17/2016	605 - 610 secs.	0.265	0.059	5	0	5	0.265	0.059	5	0	0	0		0	0	25
7	26	14:04	10/17/2016	605 - 610 secs.	0.308	0.082	5	0	5	0.308	0.082	5	0	0	0		0	0	26
8	27	14:04	10/17/2016	605 - 610 secs.	0.075	0.032	1.2	3.8	5	0.075	0.032	1.2	3.8	0	0		0	0	27
9	28	14:43	10/17/2016	605 - 610 secs.	0.491	0.115	5	0	4.5	0.354	0.098	4.5	0	0.5	0.136	0.254	0.5	0	28
10	29	14:43	10/17/2016	605 - 610 secs.	0.213	0.055	2.2	2.8	2.3	0.183	0.087	2	0.3	2.7	0.029	0.028	0.2	2.5	29
11	30	14:44	10/17/2016	605 - 610 secs.	0.083	0.021	2.8	2.2	5	0.083	0.021	2.8	2.2	0	0		0	0	30
12	31	14:44	10/17/2016	605 - 610 secs.	0.201	0.041	5	0	4.4	0.084	0.024	4.4	0	0.6	0.116	0.164	0.6	0	31
13	32	15:23	10/17/2016	605 - 610 secs.	0.174	0.058	5	0	5	0.174	0.058	5	0	0	0		0	0	32
14	33	15:23	10/17/2016	605 - 610 secs.	0.023	0.014	3.2	1.8	5	0.023	0.014	3.2	1.8	0	0		0	0	33
15	34	15:24	10/17/2016	605 - 610 secs.	0.069	0.025	5	0	5	0.069	0.025	5	0	0	0		0	0	34
16	35	15:24	10/17/2016	605 - 610 secs.	0.196	0.046	5	0	5	0.196	0.039	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	605 - 610 secs.	0.401	0.095	4.8	0.2	4.7	0.31	0.082	4.5	0.2	0.3	0.092	0.285	0.3	0	36
18	37	16:08	10/17/2016	605 - 610 secs.	0.247	0.055	5	0	5	0.247	0.055	5	0	0	0		0	0	37
19	38	16:09	10/17/2016	605 - 610 secs.	0.201	0.042	4.3	0.7	5	0.201	0.042	4.3	0.7	0	0		0	0	38
20	39	16:09	10/17/2016	605 - 610 secs.	0.297	0.068	5	0	5	0.297	0.068	5	0	0	0		0	0	39
1	20	13:19	10/17/2016	610 - 615 secs.	0.124	0.028	1.3	3.7	5	0.124	0.028	1.3	3.7	0	0		0	0	20
2	21	13:19	10/17/2016	610 - 615 secs.	0.253	0.06	5	0	4.1	0.206	0.056	4.1	0	0.9	0.048	0.077	0.9	0	21
3	22	13:20	10/17/2016	610 - 615 secs.	0.201	0.061	4.4	0.6	5	0.201	0.061	4.4	0.6	0	0		0	0	22
4	23	13:20	10/17/2016	610 - 615 secs.	0.11	0.049	5	0	5	0.11	0.049	5	0	0	0		0	0	23
5	24	14:03	10/17/2016	610 - 615 secs.	0.047	0.022	0.4	4.6	5	0.047	0.022	0.4	4.6	0	0		0	0	24
6	25	14:04	10/17/2016	610 - 615 secs.	0.222	0.042	5	0	5	0.222	0.042	5	0	0	0		0	0	25
7	26	14:04	10/17/2016	610 - 615 secs.	0.292	0.06	2.3	2.7	5	0.292	0.06	2.3	2.7	0	0		0	0	26
8	27	14:04	10/17/2016	610 - 615 secs.	0.228	0.067	2.9	2.1	4.7	0.203	0.06	2.6	2.1	0.3	0.025	0.19	0.3	0	27
9	28	14:43	10/17/2016	610 - 615 secs.	0.256	0.064	2.1	2.9	4.7	0.181	0.04	1.8	2.9	0.3	0.075	0.466	0.3	0	28
10	29	14:43	10/17/2016	610 - 615 secs.	0.093	0.035	5	0	5	0.093	0.035	5	0	0	0		0	0	29
11	30	14:44	10/17/2016	610 - 615 secs.	0.188	0.051	5	0	5	0.188	0.051	5	0	0	0		0	0	30
12	31	14:44	10/17/2016	610 - 615 secs.	0.135	0.034	5	0	5	0.135	0.034	5	0	0	0		0	0	31
13	32	15:23	10/17/2016	610 - 615 secs.	0.045	0.028	2.4	2.6	5	0.045	0.028	2.4	2.6	0	0		0	0	32
14	33	15:23	10/17/2016	610 - 615 secs.	0.548	0.123	4.4	0.6	4.5	0.369	0.103	3.9	0.6	0.5	0.179	0.292	0.5	0	33
15	34	15:24	10/17/2016	610 - 615 secs.	0.303	0.081	5	0	3.9	0.248	0.073	3.9	0	1.1	0.056	0.111	1.1	0	34
16	35	15:24	10/17/2016	610 - 615 secs.	0.295	0.076	4.4	0.6	5	0.295	0.071	4.4	0.6	0	0		0	0	35
17	36	16:08	10/17/2016	610 - 615 secs.	0.023	0.019	2.6	2.4	5	0.023	0.014	2.6	2.4	0	0		0	0	36
18	37	16:08	10/17/2016	610 - 615 secs.	0.199	0.071	5	0	5	0.199	0.071	5	0	0	0		0	0	37
19	38	16:09	10/17/2016	610 - 615 secs.	0.248	0.058	5	0	4.6	0.185	0.041	4.6	0	0.4	0.063	0.275	0.4	0	38
20	39	16:09	10/17/2016	610 - 615 secs.	0.142	0.05	3.7	1.3	5	0.142	0.05	3.7	1.3	0	0		0	0	39
1	20	13:19	10/17/2016	615 - 620 secs.	0.282	0.062	5	0	5	0.282	0.062	5	0	0	0		0	0	20
2	21	13:19	10/17/2016	615 - 620 secs.	0.344	0.086	5	0	0.8	0.027	0.11	0.8	0	4.2	0.317	0.081	4.2	0	21
3	22	13:20	10/17/2016	615 - 620 secs.	0.03	0.031	2.1	2.9	5	0.03	0.031	2.1	2.9	0	0		0	0	22
4	23	13:20	10/17/2016	615 - 620 secs.	0.336	0.089	5	0	5	0.336	0.076	5	0	0	0		0	0	23
5	24	14:03	10/17/2016	615 - 620 secs.	0.047	0.008	1.7	3.3	3.5	0.021	0	0.2	3.3	1.5	0.026	0.028	1.5	0	24
6	25	14:04	10/17/2016	615 - 620 secs.	0.048	0.017	1.5	3.5	5	0.048	0.017	1.5	3.5	0	0		0	0	25
7	26	14:04	10/17/2016	615 - 620 secs.	0.053	0.024	2.8	2.2	5	0.053	0.024	2.8	2.2	0	0		0	0	26
8	27	14:04	10/17/2016	615 - 620 secs.	0.091	0.025	1.5	3.5	4.8	0.068	0.026	1.3	3.5	0.2	0.023	0	0.2	0	27
9	28	14:43	10/17/2016	615 - 620 secs.	0.289	0.078	5	0	4.3	0.237	0.085	4.3	0	0.7	0.052	0.035	0.7	0	28
10	29	14:43	10/17/2016	615 - 620 secs.	0.07	0.024	5	0	5	0.07	0.024	5	0	0	0		0	0	29
11	30	14:44	10/17/2016	615 - 620 secs.	0.181	0.041	5	0	5	0.181	0.041	5	0	0	0		0	0	30
12	31	14:44	10/17/2016	615 - 620 secs.	0.025	0.015	3	2	2.7	0.025	0	2.7	0	2.3	0	0.033	0.3	2	31
13	32	15:23	10/17/2016	615 - 620 secs.	0.446	0.099	5	0	5	0.446	0.099	5	0	0	0		0	0	32
14	33	15:23	10/17/2016	615 - 620 secs.	0.176	0.045	5	0	5	0.176	0.045	5	0	0	0		0	0	33
15	34	15:24	10/17/2016	615 - 620 secs.	0.15	0.06	5	0	3.5	0.127	0.065	3.5	0	1.5	0.023	0.048	1.5	0	34
16	35	15:24	10/17/2016	615 - 620 secs.	0.32	0.083	3.5	1.5	5	0.32	0.083	3.5	1.5	0	0		0	0	35
17	36	16:08	10/17/2016	615 - 620 secs.	0.42	0.091	5	0	3	0.085	0.049	3	0	2	0.336	0.155	2	0	36
18	37	16:08	10/17/2016	615 - 620 secs.	0.149	0.043	5	0	5	0.149	0.043	5	0	0	0		0	0	37
19	38	16:09	10/17/2016	615 - 620 secs.	0.255	0.063	5	0	2.9	0.134	0.083	2.9	0	2.1	0.12	0.034	2.1	0	38
20	39	16:09	10/17/2016	615 - 620 secs.	0.068	0.014	0.5	4.5	5	0.068	0.014	0.5	4.5	0	0		0	0	39
1	20	13:19	10/17/2016	620 - 625 secs.	0	0.014	0.7	4.3	5	0	0.014	0.7	4.3	0	0		0	0	20
2	21	13:19	10/17/2016	620 - 625 secs.	0.07	0.024	5	0	0	0		0	0	5	0.07	0.024	5	0	21
3	22	13:20	10/17/2016	620 - 625 secs.	0	0.005	0.2	4.8	5	0	0.005	0.2	4.8	0	0		0	0	22
4	23	13:20	10/17/2016	620 - 625 secs.	0.194	0.062	5	0	5	0.194	0.062	5	0	0	0		0	0	23
5	24	14:03	10/17/2016	620 - 625 secs.	0.117	0.04	2.3	2.7	4.2	0.045	0.036	1.5	2.7	0.8	0.073	0.06	0.8	0	24
6	25	14:04	10/17/2016	620 - 625 secs.	0.412	0.09	3.1	1.9	4.5	0.296	0.071	2.6	1.9	0.5	0.115	0.274	0.5	0	25
7	26	14:04	10/17/2016	620 - 625 secs.	0.22	0.072	5	0	4.6	0.22	0.046	4.6	0	0.4	0	0.347	0.4	0	26
8	27	14:04	10/17/2016	620 - 625 secs.	0.075	0.015	1	4	5	0.075	0.015	1	4	0	0		0	0	27
9	28	14:43	10/17/2016	620 - 625 secs.	0.404	0.087	4.3	0.7	5	0.404	0.087	4.3	0.7	0	0		0	0	28
10	29	14:43	10/17/2016	620 - 625 secs.	0.204	0.071	5	0	3.9	0.149	0.067	3.9	0	1.1	0.054	0.088	1.1	0	29
11	30	14:44	10/17/2016	620 - 625 secs.	0.164	0.068	5	0	2.6	0.102	0.042	2.6	0	2.4	0.063	0.096	2.4	0	30
12	31	14:44	10/17/2016	620 - 625 secs.	0.219	0.049	4.4	0.6	0	0		0	0	5	0.219	0.049	4.4	0.6	31
13	32	15:23	10/17/2016	620 - 625 secs.	0.143	0.042	2.6	2.4	5	0.143	0.042	2.6	2.4	0	0		0	0	32
14	33	15:23	10/17/2016	620 - 625 secs.	0.62	0.142	5	0	4.3	0.495	0.125	4.3	0	0.7	0.124	0.243	0.7	0	33
15	34	15:24	10/17/2016	620 - 625 secs.	0.338	0.088	5	0	1.2	0.134	0.167	1.2	0	3.8	0.204	0.063	3.8	0	34
16	35	15:24	10/17/2016	620 - 625 secs.	0.053	0.005	5	0	5	0.053	0.005	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	620 - 625 secs.	0.124	0.043	2.5	2.5	5	0.124	0.043	2.5	2.5	0	0		0	0	36
18	37	16:08	10/17/2016	620 - 625 secs.	0.09	0.024	3.3	1.7	5	0.09	0.024	3.3	1.7	0	0		0	0	37
19	38	16:09	10/17/2016	620 - 625 secs.	0.086	0.045	4.5	0.5	5	0.086	0.045	4.5	0.5	0	0		0	0	38
20	39	16:09	10/17/2016	620 - 625 secs.	0.194	0.056	4.3	0.7	5	0.194	0.056	4.3	0.7	0	0		0	0	39
1	20	13:19	10/17/2016	625 - 630 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	20
2	21	13:19	10/17/2016	625 - 630 secs.	0.249	0.07	5	0	2.6	0.05	0.048	2.6	0	2.4	0.199	0.093	2.4	0	21
3	22	13:20	10/17/2016	625 - 630 secs.	0	0.007	0	5	5	0	0.007	0	5	0	0		0	0	22
4	23	13:20	10/17/2016	625 - 630 secs.	0.301	0.064	4.4	0.6	5	0.301	0.064	4.4	0.6	0	0		0	0	23
5	24	14:03	10/17/2016	625 - 630 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	24
6	25	14:04	10/17/2016	625 - 630 secs.	0.405	0.098	5	0	5	0.405	0.098	5	0	0	0		0	0	25
7	26	14:04	10/17/2016	625 - 630 secs.	0.12	0.045	4.8	0.2	5	0.12	0.045	4.8	0.2	0	0		0	0	26
8	27	14:04	10/17/2016	625 - 630 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	625 - 630 secs.	0.073	0.014	1.6	3.4	5	0.073	0.014	1.6	3.4	0	0		0	0	28
10	29	14:43	10/17/2016	625 - 630 secs.	0.337	0.075	5	0	2.3	0.068	0.031	2.3	0	2.7	0.269	0.113	2.7	0	29
11	30	14:44	10/17/2016	625 - 630 secs.	0.389	0.09	5	0	3	0.22	0.068	3	0	2	0.169	0.123	2	0	30
12	31	14:44	10/17/2016	625 - 630 secs.	0.1	0.037	2.2	2.8	0	0		0	0	5	0.1	0.037	2.2	2.8	31
13	32	15:23	10/17/2016	625 - 630 secs.	0.451	0.099	4.8	0.2	2.8	0.373	0.14	2.8	0	2.2	0.077	0.046	2	0.2	32
14	33	15:23	10/17/2016	625 - 630 secs.	0.348	0.086	5	0	4.3	0.231	0.08	4.3	0	0.7	0.118	0.123	0.7	0	33
15	34	15:24	10/17/2016	625 - 630 secs.	0.491	0.119	5	0	2.2	0.206	0.098	2.2	0	2.8	0.285	0.137	2.8	0	34
16	35	15:24	10/17/2016	625 - 630 secs.	0.221	0.057	5	0	5	0.221	0.057	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	625 - 630 secs.	0	0.014	0.4	4.6	5	0	0.014	0.4	4.6	0	0		0	0	36
18	37	16:08	10/17/2016	625 - 630 secs.	0.344	0.089	3.8	1.2	4.6	0.256	0.079	3.5	1.2	0.4	0.088	0.211	0.4	0	37
19	38	16:09	10/17/2016	625 - 630 secs.	0	0.011	0	5	5	0	0.006	0	5	0	0		0	0	38
20	39	16:09	10/17/2016	625 - 630 secs.	0	0.014	0.5	4.5	5	0	0.014	0.5	4.5	0	0		0	0	39
1	20	13:19	10/17/2016	630 - 635 secs.	0	0.004	0	5	5	0	0.004	0	5	0	0		0	0	20
2	21	13:19	10/17/2016	630 - 635 secs.	0.296	0.063	5	0	3.3	0.145	0.045	3.3	0	1.7	0.152	0.097	1.7	0	21
3	22	13:20	10/17/2016	630 - 635 secs.	0	0.018	0	5	5	0	0.018	0	5	0	0		0	0	22
4	23	13:20	10/17/2016	630 - 635 secs.	0.025	0.021	2.2	2.8	5	0.025	0.021	2.2	2.8	0	0		0	0	23
5	24	14:03	10/17/2016	630 - 635 secs.	0	0.005	0.1	4.9	5	0	0.005	0.1	4.9	0	0		0	0	24
6	25	14:04	10/17/2016	630 - 635 secs.	0.326	0.073	4.7	0.3	5	0.326	0.073	4.7	0.3	0	0		0	0	25
7	26	14:04	10/17/2016	630 - 635 secs.	0	0.006	0.7	4.3	5	0	0.006	0.7	4.3	0	0		0	0	26
8	27	14:04	10/17/2016	630 - 635 secs.	0.404	0.092	2.4	2.6	4.1	0.274	0.067	1.5	2.6	0.9	0.13	0.21	0.9	0	27
9	28	14:43	10/17/2016	630 - 635 secs.	0.427	0.106	5	0	3.8	0.185	0.076	3.8	0	1.2	0.242	0.207	1.2	0	28
10	29	14:43	10/17/2016	630 - 635 secs.	0.154	0.042	1.3	3.7	4.5	0.093	0.032	0.7	3.7	0.5	0.061	0.121	0.5	0	29
11	30	14:44	10/17/2016	630 - 635 secs.	0.157	0.04	2.5	2.5	3.8	0.106	0.037	1.3	2.5	1.2	0.051	0.05	1.2	0	30
12	31	14:44	10/17/2016	630 - 635 secs.	0.185	0.045	2.2	2.8	3.4	0.05	0.04	0.7	2.8	1.6	0.135	0.056	1.6	0	31
13	32	15:23	10/17/2016	630 - 635 secs.	0.068	0.019	0.5	4.5	2.1	0.047	0.046	0.3	1.8	2.9	0.021	0	0.2	2.7	32
14	33	15:23	10/17/2016	630 - 635 secs.	0.518	0.129	5	0	3.2	0.276	0.119	3.2	0	1.8	0.242	0.146	1.8	0	33
15	34	15:24	10/17/2016	630 - 635 secs.	0.331	0.077	5	0	4.3	0.234	0.079	4.3	0	0.7	0.097	0.063	0.7	0	34
16	35	15:24	10/17/2016	630 - 635 secs.	0.025	0.01	5	0	5	0.025	0.01	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	630 - 635 secs.	0.664	0.138	5	0	4.8	0.627	0.143	4.8	0	0.2	0.038	0	0.2	0	36
18	37	16:08	10/17/2016	630 - 635 secs.	0.604	0.129	5	0	3.7	0.296	0.089	3.7	0	1.3	0.308	0.246	1.3	0	37
19	38	16:09	10/17/2016	630 - 635 secs.	0.338	0.072	3.7	1.3	5	0.338	0.072	3.7	1.3	0	0		0	0	38
20	39	16:09	10/17/2016	630 - 635 secs.	0	0.012	0	5	5	0	0.012	0	5	0	0		0	0	39
1	20	13:19	10/17/2016	635 - 640 secs.	0.021	0.033	2.9	2.1	5	0.021	0.033	2.9	2.1	0	0		0	0	20
2	21	13:19	10/17/2016	635 - 640 secs.	0.045	0.037	5	0	4.1	0.045	0.034	4.1	0	0.9	0	0.053	0.9	0	21
3	22	13:20	10/17/2016	635 - 640 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	22
4	23	13:20	10/17/2016	635 - 640 secs.	0.055	0.029	3.7	1.3	5	0.055	0.029	3.7	1.3	0	0		0	0	23
5	24	14:03	10/17/2016	635 - 640 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	24
6	25	14:04	10/17/2016	635 - 640 secs.	0.088	0.028	2.9	2.1	5	0.088	0.028	2.9	2.1	0	0		0	0	25
