,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_OF_3-13-17
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 3/27/2017 10:21:50
,     Stop Time: ~4/6/2017 10:21:50


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,0.98,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.46,22.64,4.07,53.08,


 11:00:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,0.98,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.46,22.64,4.07,53.08,


 11:01:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,0.98,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.46,22.64,4.07,53.08,


 11:02:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.01,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.53,22.64,4.07,53.08,


 11:03:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.01,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.53,22.64,4.07,53.08,


 11:04:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.01,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.53,22.64,4.07,53.08,


 11:05:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.01,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.53,22.64,4.07,53.08,


 11:06:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.01,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.53,22.64,4.07,53.08,


 11:07:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.01,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.53,22.64,4.07,53.08,


 11:08:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.01,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.53,22.64,4.07,53.08,


 11:09:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.01,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.53,22.64,4.07,53.08,


 11:10:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.03,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.58,22.64,4.07,53.08,


 11:11:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.03,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.58,22.64,4.07,53.08,


 11:12:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.03,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.58,22.64,4.07,53.08,


 11:13:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.03,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.58,22.64,4.07,53.08,


 11:14:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.03,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.58,22.64,4.07,53.08,


 11:15:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.03,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.58,22.64,4.07,53.08,


 11:16:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.03,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.58,22.64,4.07,53.08,


 11:17:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:18:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:19:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:20:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:21:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:22:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:23:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:24:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:25:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:26:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:27:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:28:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:29:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:30:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:31:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:32:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.01,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.03,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:33:21
Interval Count,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.13,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.32,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:34:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.13,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.32,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:35:22
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.13,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.32,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:36:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.13,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.32,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:37:22
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.13,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.32,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:38:22
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.13,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.32,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:39:22
Interval Count,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.14,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.34,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:40:22
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,18.14,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,45.34,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:41:22
Interval Count,0.00,0.00,0.00,2.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,19.07,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,47.68,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:42:22
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,19.07,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,47.68,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:43:22
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,19.07,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,47.68,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:44:22
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,19.07,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,47.68,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:45:22
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3.64,51.98,0.31,19.07,7.91,0.56,5.22,13.39,2.56,2.62,6.18,16.02,1.04,9.06,1.63,21.23,
Total Counts,9.09,129.95,0.76,47.68,19.76,1.39,13.05,33.47,6.41,6.55,15.45,40.04,2.59,22.64,4.07,53.08,


 11:46:22
